hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults
City Hotel - Lucknow,1,22,2024,September,37,15,1,3,2
City Hotel - Hyderabad,1,18,2024,May,19,12,1,3,2
City Hotel - Hyderabad,1,52,2024,April,15,11,1,4,2
City Hotel - Bangalore,1,61,2024,September,35,1,1,4,2
City Hotel - Mumbai,1,22,2024,March,10,7,1,4,2
City Hotel - Hyderabad,1,162,2024,April,15,10,1,4,2
City Hotel - Kolkata,1,76,2024,September,38,21,1,4,2
City Hotel - Goa,1,111,2024,January,5,29,4,10,1
City Hotel - Kolkata,1,47,2024,June,24,11,0,2,2
City Hotel - Hyderabad,1,56,2024,July,31,31,0,3,2
City Hotel - Pune,1,56,2024,October,43,24,0,3,2
City Hotel - Goa,1,56,2024,May,21,24,0,3,2
City Hotel - Delhi,1,56,2024,November,46,11,0,3,2
City Hotel - Delhi,1,56,2024,October,44,30,0,3,2
City Hotel - Pune,1,136,2024,September,38,22,0,3,2
City Hotel - Ahmedabad,1,136,2024,January,3,16,0,3,2
City Hotel - Jaipur,1,56,2024,February,5,3,0,3,2
City Hotel - Bangalore,1,56,2024,December,49,4,0,3,2
City Hotel - Pune,1,56,2024,December,50,10,0,3,2
City Hotel - Goa,1,56,2024,January,2,11,0,3,2
City Hotel - Bangalore,1,136,2024,May,20,16,0,3,2
City Hotel - Lucknow,1,195,2024,October,42,20,0,3,2
City Hotel - Hyderabad,1,136,2024,October,44,31,0,3,2
City Hotel - Jaipur,1,136,2024,June,23,3,0,3,2
City Hotel - Pune,1,56,2024,May,20,15,0,3,2
City Hotel - Kolkata,1,56,2024,April,16,19,0,3,2
City Hotel - Bhopal,1,56,2024,January,3,21,0,3,2
City Hotel - Chennai,1,56,2024,October,41,7,0,3,2
City Hotel - Kolkata,1,56,2024,January,2,12,0,3,2
City Hotel - Jaipur,1,56,2024,February,6,9,0,3,2
City Hotel - Ahmedabad,1,37,2024,November,47,19,0,3,2
City Hotel - Bhopal,1,56,2024,February,9,29,0,3,2
City Hotel - Bhopal,1,56,2024,December,51,20,0,3,2
City Hotel - Bangalore,1,56,2024,November,45,6,0,3,2
City Hotel - Delhi,1,56,2024,September,36,5,0,3,2
City Hotel - Indore,1,56,2024,June,24,11,0,3,2
City Hotel - Bhopal,1,77,2024,July,29,18,0,3,2
City Hotel - Jaipur,1,56,2024,April,17,28,0,3,2
City Hotel - Hyderabad,1,56,2024,August,34,23,0,3,2
City Hotel - Ahmedabad,1,56,2024,April,16,20,0,3,2
City Hotel - Hyderabad,1,56,2024,November,44,2,0,3,2
City Hotel - Hyderabad,1,56,2024,January,2,13,0,3,2
City Hotel - Hyderabad,1,56,2024,August,32,11,0,3,2
City Hotel - Kolkata,1,56,2024,May,21,26,0,3,2
City Hotel - Indore,1,56,2024,May,20,14,0,3,2
City Hotel - Bangalore,1,56,2024,March,12,22,0,3,2
City Hotel - Kolkata,1,56,2024,July,29,16,0,3,2
City Hotel - Delhi,1,56,2024,May,22,31,0,3,2
City Hotel - Bhopal,1,136,2024,August,32,11,0,3,2
City Hotel - Chandigarh,1,99,2024,August,34,22,0,3,2
City Hotel - Goa,1,56,2024,June,24,12,0,3,2
City Hotel - Indore,1,56,2024,May,18,1,0,3,2
City Hotel - Bangalore,1,56,2024,June,23,4,0,3,2
City Hotel - Goa,1,56,2024,January,3,21,0,3,2
City Hotel - Chennai,1,56,2024,March,10,7,0,3,2
City Hotel - Pune,1,56,2024,February,8,21,0,3,2
City Hotel - Kolkata,1,56,2024,February,7,12,0,3,2
City Hotel - Jaipur,1,56,2024,November,45,10,0,3,2
City Hotel - Ahmedabad,1,56,2024,March,13,25,0,3,2
City Hotel - Indore,1,56,2024,May,19,10,0,3,2
City Hotel - Ahmedabad,1,136,2024,November,45,7,0,3,2
City Hotel - Kolkata,1,56,2024,March,10,6,0,3,2
City Hotel - Ahmedabad,1,56,2024,July,31,29,0,3,2
City Hotel - Jaipur,1,56,2024,June,23,7,0,3,2
City Hotel - Lucknow,1,56,2024,March,9,3,0,3,2
City Hotel - Hyderabad,1,56,2024,January,4,26,0,3,2
City Hotel - Bhopal,1,56,2024,May,18,1,0,3,2
City Hotel - Indore,1,56,2024,September,37,11,0,3,2
City Hotel - Mumbai,1,56,2024,September,39,23,0,3,2
City Hotel - Bhopal,1,56,2024,January,3,18,0,3,2
City Hotel - Delhi,1,56,2024,February,5,2,0,3,2
City Hotel - Ahmedabad,1,56,2024,July,30,26,0,3,2
City Hotel - Chandigarh,1,56,2024,February,9,28,0,3,2
City Hotel - Chennai,1,56,2024,February,7,17,0,3,2
City Hotel - Jaipur,1,56,2024,April,14,1,0,3,2
City Hotel - Goa,1,56,2024,January,3,20,0,3,2
City Hotel - Indore,1,56,2024,January,2,13,0,3,2
City Hotel - Delhi,1,56,2024,October,43,22,0,3,2
City Hotel - Lucknow,1,56,2024,March,10,8,0,3,2
City Hotel - Lucknow,1,136,2024,April,14,4,0,3,2
City Hotel - Kochi,1,18,2024,February,5,3,0,3,1
City Hotel - Jaipur,1,10,2024,January,2,14,0,3,3
City Hotel - Jaipur,1,238,2024,July,28,12,0,4,2
City Hotel - Indore,1,28,2024,May,19,9,0,4,3
City Hotel - Ahmedabad,1,28,2024,April,14,6,0,4,2
City Hotel - Kolkata,1,34,2024,April,16,17,0,4,3
City Hotel - Lucknow,1,33,2024,May,20,18,0,4,2
City Hotel - Lucknow,1,172,2024,January,5,31,0,4,2
City Hotel - Bangalore,1,82,2024,June,23,6,1,5,3
City Hotel - Pune,1,51,2024,February,6,7,4,10,2
City Hotel - Kolkata,1,0,2024,April,17,22,0,1,2
City Hotel - Pune,1,59,2024,September,39,26,0,1,2
City Hotel - Chennai,1,6,2024,October,43,24,0,1,2
City Hotel - Indore,1,1,2024,April,16,15,0,1,2
City Hotel - Mumbai,1,6,2024,October,40,4,0,1,1
City Hotel - Kolkata,1,20,2024,April,17,28,0,2,2
City Hotel - Mumbai,1,20,2024,February,9,28,0,2,2
City Hotel - Bangalore,1,9,2024,August,32,6,0,2,2
City Hotel - Pune,1,20,2024,August,32,10,0,2,2
City Hotel - Goa,1,20,2024,April,18,29,0,2,2
City Hotel - Mumbai,1,52,2024,April,17,27,0,2,2
City Hotel - Bangalore,1,16,2024,April,15,12,0,2,1
City Hotel - Chennai,1,48,2024,January,1,2,0,3,2
City Hotel - Mumbai,1,46,2024,January,3,15,0,3,2
City Hotel - Kochi,1,46,2024,January,1,1,0,3,3
City Hotel - Goa,1,73,2024,February,7,17,0,4,1
City Hotel - Indore,1,76,2024,April,17,24,0,4,3
City Hotel - Goa,1,305,2024,December,50,12,0,4,2
City Hotel - Chandigarh,1,42,2024,February,6,7,0,4,3
City Hotel - Jaipur,1,88,2024,August,34,19,0,4,2
City Hotel - Jaipur,1,305,2024,March,11,15,0,4,1
City Hotel - Indore,1,120,2024,May,19,11,1,4,2
City Hotel - Bhopal,1,73,2024,September,39,29,0,4,2
City Hotel - Mumbai,1,59,2024,October,41,9,0,4,2
City Hotel - Bangalore,1,20,2024,May,21,26,1,4,2
City Hotel - Kochi,1,18,2024,January,3,20,0,1,2
City Hotel - Pune,1,622,2024,July,29,18,0,1,1
City Hotel - Chennai,1,0,2024,November,46,16,0,1,3
City Hotel - Hyderabad,1,622,2024,June,23,9,0,1,1
City Hotel - Jaipur,1,95,2024,April,17,23,0,1,2
City Hotel - Kochi,1,622,2024,March,11,17,0,2,2
City Hotel - Kolkata,1,38,2024,February,6,6,0,2,2
City Hotel - Jaipur,1,622,2024,September,39,29,0,2,2
City Hotel - Bangalore,1,622,2024,May,18,2,0,2,2
City Hotel - Pune,1,622,2024,September,38,20,0,2,2
City Hotel - Indore,1,622,2024,June,25,20,0,2,2
City Hotel - Lucknow,1,622,2024,July,28,14,0,2,2
City Hotel - Jaipur,1,3,2024,February,9,28,0,2,1
City Hotel - Chandigarh,1,622,2024,April,16,21,0,2,2
City Hotel - Kolkata,1,622,2024,February,8,22,0,2,2
City Hotel - Bhopal,1,622,2024,August,32,7,0,2,2
City Hotel - Jaipur,1,622,2024,April,17,26,0,2,2
City Hotel - Chandigarh,1,622,2024,May,20,13,0,2,2
City Hotel - Delhi,1,622,2024,February,6,6,0,2,2
City Hotel - Chandigarh,1,622,2024,February,9,28,0,2,2
City Hotel - Ahmedabad,1,622,2024,March,11,14,0,2,2
City Hotel - Kolkata,1,622,2024,May,18,1,0,2,2
City Hotel - Kochi,1,128,2024,August,34,23,0,3,2
City Hotel - Ahmedabad,1,55,2024,May,22,27,0,3,3
City Hotel - Pune,1,270,2024,June,24,10,0,3,2
City Hotel - Chennai,1,101,2024,April,17,23,0,3,2
City Hotel - Lucknow,1,146,2024,March,10,8,0,3,2
City Hotel - Goa,1,38,2024,September,38,17,0,3,2
City Hotel - Mumbai,1,64,2024,December,52,24,0,3,2
City Hotel - Lucknow,1,79,2024,May,20,15,0,3,2
City Hotel - Bangalore,1,281,2024,October,43,27,0,3,2
City Hotel - Pune,1,65,2024,May,20,13,0,3,2
City Hotel - Hyderabad,1,187,2024,December,52,29,0,3,2
City Hotel - Bhopal,1,128,2024,January,1,5,0,3,2
City Hotel - Ahmedabad,1,74,2024,April,15,10,1,3,2
City Hotel - Goa,1,100,2024,November,46,17,1,3,2
City Hotel - Chandigarh,1,100,2024,December,49,4,1,3,2
City Hotel - Goa,1,102,2024,April,17,24,1,3,3
City Hotel - Kochi,1,90,2024,September,36,2,1,3,2
City Hotel - Lucknow,1,74,2024,June,25,17,1,3,3
City Hotel - Bangalore,1,102,2024,April,14,1,1,3,2
City Hotel - Chandigarh,1,99,2024,October,41,7,1,3,3
City Hotel - Kolkata,1,111,2024,February,6,8,1,3,2
City Hotel - Ahmedabad,1,126,2024,October,43,23,0,3,2
City Hotel - Delhi,1,281,2024,March,13,30,0,3,1
City Hotel - Delhi,1,306,2024,November,47,20,1,3,2
City Hotel - Bhopal,1,177,2024,June,24,16,1,3,2
City Hotel - Kochi,1,74,2024,November,44,1,1,3,3
City Hotel - Goa,1,102,2024,October,42,14,1,3,3
City Hotel - Kochi,1,57,2024,November,45,10,1,3,2
City Hotel - Delhi,1,74,2024,December,49,5,1,3,2
City Hotel - Ahmedabad,1,29,2024,February,8,24,2,3,2
City Hotel - Delhi,1,29,2024,March,11,16,2,3,2
City Hotel - Delhi,1,130,2024,June,23,7,2,5,2
City Hotel - Kolkata,1,72,2024,April,16,16,0,1,2
City Hotel - Delhi,1,256,2024,January,2,14,0,2,2
City Hotel - Goa,1,77,2024,January,5,31,0,2,2
City Hotel - Chandigarh,1,256,2024,January,3,16,0,2,2
City Hotel - Ahmedabad,1,77,2024,July,27,2,0,2,2
City Hotel - Mumbai,1,256,2024,August,35,26,0,2,2
City Hotel - Chandigarh,1,64,2024,October,43,23,0,2,2
City Hotel - Kochi,1,256,2024,August,34,23,0,2,2
City Hotel - Mumbai,1,77,2024,March,9,1,0,2,2
City Hotel - Delhi,1,126,2024,June,24,12,0,2,2
City Hotel - Pune,1,111,2024,August,34,25,0,2,2
City Hotel - Chennai,1,74,2024,February,7,14,0,2,2
City Hotel - Jaipur,1,256,2024,February,9,28,0,2,2
City Hotel - Chandigarh,1,77,2024,December,52,24,0,2,2
City Hotel - Pune,1,39,2024,January,2,12,1,2,2
City Hotel - Mumbai,1,111,2024,April,14,7,1,2,2
City Hotel - Chennai,1,111,2024,January,4,26,1,2,2
City Hotel - Pune,1,111,2024,May,18,1,1,2,2
City Hotel - Kolkata,1,76,2024,November,47,23,1,2,2
City Hotel - Kolkata,1,111,2024,February,7,18,1,2,2
City Hotel - Lucknow,1,41,2024,August,31,3,1,2,2
City Hotel - Pune,1,143,2024,July,29,18,1,2,2
City Hotel - Indore,1,126,2024,April,16,21,1,2,2
City Hotel - Bhopal,1,39,2024,July,30,27,1,2,2
City Hotel - Kolkata,1,74,2024,September,38,22,2,2,2
City Hotel - Delhi,1,200,2024,March,11,16,2,2,0
City Hotel - Kochi,1,202,2024,February,7,15,2,2,2
City Hotel - Kolkata,1,264,2024,August,34,25,2,2,3
City Hotel - Kochi,1,200,2024,November,45,9,2,2,0
City Hotel - Chennai,1,202,2024,May,21,21,2,2,2
City Hotel - Chennai,1,75,2024,October,43,25,2,2,2
City Hotel - Delhi,1,58,2024,October,43,23,2,6,2
City Hotel - Lucknow,1,173,2024,October,41,8,2,6,2
City Hotel - Bhopal,1,172,2024,May,21,21,2,6,0
City Hotel - Chandigarh,1,37,2024,January,1,7,3,7,2
City Hotel - Chandigarh,1,41,2024,August,35,28,3,7,3
City Hotel - Jaipur,1,305,2024,June,24,15,0,1,2
City Hotel - Hyderabad,1,305,2024,March,9,1,0,1,2
City Hotel - Indore,1,119,2024,March,11,12,0,1,2
City Hotel - Goa,1,6,2024,March,10,8,0,1,2
City Hotel - Goa,1,11,2024,November,47,24,0,1,3
City Hotel - Bhopal,1,46,2024,October,40,2,1,1,2
City Hotel - Pune,1,31,2024,November,48,28,1,1,2
City Hotel - Hyderabad,1,278,2024,January,1,7,2,1,2
City Hotel - Chandigarh,1,278,2024,January,3,17,2,1,2
City Hotel - Mumbai,1,278,2024,January,4,26,2,1,2
City Hotel - Kochi,1,157,2024,September,39,28,2,1,2
City Hotel - Chennai,1,278,2024,May,18,2,2,1,2
City Hotel - Bhopal,1,278,2024,September,36,6,2,1,2
City Hotel - Bangalore,1,278,2024,August,33,16,2,1,2
City Hotel - Goa,1,278,2024,May,18,4,2,1,2
City Hotel - Chennai,1,278,2024,May,18,4,2,1,2
City Hotel - Chandigarh,1,278,2024,June,23,4,2,1,2
City Hotel - Kochi,1,278,2024,May,18,3,2,1,2
City Hotel - Jaipur,1,278,2024,November,45,5,2,1,2
City Hotel - Indore,1,278,2024,July,31,31,2,1,2
City Hotel - Kochi,1,278,2024,December,50,12,2,1,2
City Hotel - Bangalore,1,145,2024,August,33,15,2,1,2
City Hotel - Bangalore,1,35,2024,May,21,22,2,1,1
City Hotel - Bhopal,1,278,2024,January,4,25,2,1,2
City Hotel - Mumbai,1,278,2024,January,5,29,2,1,2
City Hotel - Indore,1,278,2024,December,49,7,2,1,2
City Hotel - Indore,1,278,2024,January,4,27,2,1,2
City Hotel - Chandigarh,1,166,2024,June,24,10,2,2,2
City Hotel - Chennai,1,166,2024,April,15,9,2,2,2
City Hotel - Chandigarh,1,166,2024,January,1,1,2,2,2
City Hotel - Mumbai,1,166,2024,April,17,28,2,2,2
City Hotel - Delhi,1,69,2024,January,1,6,2,1,3
City Hotel - Mumbai,1,166,2024,May,22,29,2,2,2
City Hotel - Ahmedabad,1,166,2024,May,20,14,2,2,2
City Hotel - Kochi,1,166,2024,October,42,15,2,2,2
City Hotel - Delhi,1,166,2024,January,3,15,2,2,2
City Hotel - Chandigarh,1,166,2024,March,12,18,2,2,2
City Hotel - Ahmedabad,1,46,2024,February,6,6,2,3,2
City Hotel - Mumbai,1,124,2024,February,6,9,2,4,2
City Hotel - Lucknow,1,38,2024,February,5,4,2,5,2
City Hotel - Delhi,1,42,2024,March,13,27,2,6,2
City Hotel - Jaipur,1,66,2024,January,1,3,1,0,2
City Hotel - Mumbai,1,112,2024,October,41,8,1,0,2
City Hotel - Delhi,1,160,2024,March,10,5,2,1,2
City Hotel - Delhi,1,206,2024,May,20,13,2,1,1
City Hotel - Indore,1,206,2024,August,33,17,2,1,2
City Hotel - Mumbai,1,74,2024,August,31,2,2,1,2
City Hotel - Indore,1,206,2024,April,16,18,2,1,2
City Hotel - Delhi,1,206,2024,December,51,19,2,1,2
City Hotel - Bangalore,1,206,2024,March,9,2,2,1,1
City Hotel - Indore,1,53,2024,January,2,9,2,1,2
City Hotel - Mumbai,1,206,2024,November,47,21,2,1,2
City Hotel - Kochi,1,75,2024,January,4,25,2,1,2
City Hotel - Bhopal,1,31,2024,January,2,12,2,2,2
City Hotel - Bhopal,1,70,2024,September,38,18,2,2,2
City Hotel - Bhopal,1,56,2024,November,46,15,2,2,2
City Hotel - Ahmedabad,1,131,2024,November,47,19,2,3,1
City Hotel - Mumbai,1,95,2024,December,50,15,2,3,2
City Hotel - Bhopal,1,170,2024,May,22,29,2,4,2
City Hotel - Hyderabad,1,44,2024,July,29,17,2,4,3
City Hotel - Kolkata,1,187,2024,April,17,24,2,4,2
City Hotel - Kolkata,1,73,2024,April,16,18,2,5,3
City Hotel - Chandigarh,1,73,2024,April,15,14,2,5,2
City Hotel - Kochi,1,200,2024,December,50,9,2,5,2
City Hotel - Goa,1,16,2024,March,12,22,1,0,2
City Hotel - Kochi,1,14,2024,October,42,19,1,0,1
City Hotel - Chennai,1,6,2024,May,20,19,1,1,1
City Hotel - Lucknow,1,39,2024,January,3,19,1,1,1
City Hotel - Jaipur,1,10,2024,November,46,13,1,1,1
City Hotel - Bangalore,1,34,2024,July,29,17,1,2,2
City Hotel - Chennai,1,46,2024,May,19,6,1,2,2
City Hotel - Hyderabad,1,47,2024,December,52,29,1,2,2
City Hotel - Delhi,1,46,2024,January,3,15,1,2,2
City Hotel - Jaipur,1,25,2024,May,22,30,1,3,1
City Hotel - Pune,1,117,2024,December,49,4,1,3,2
City Hotel - Bhopal,1,55,2024,July,30,24,1,3,2
City Hotel - Lucknow,1,65,2024,April,17,26,1,3,3
City Hotel - Bangalore,1,90,2024,August,32,7,1,3,2
City Hotel - Chennai,1,82,2024,April,17,25,1,3,2
City Hotel - Indore,1,134,2024,May,19,8,1,4,2
City Hotel - Kochi,1,53,2024,July,30,28,1,4,2
City Hotel - Chennai,1,74,2024,August,33,15,1,5,2
City Hotel - Bhopal,1,40,2024,March,12,18,1,3,1
City Hotel - Delhi,1,8,2024,November,47,24,0,1,1
City Hotel - Chennai,1,4,2024,April,18,29,0,1,1
City Hotel - Bhopal,1,106,2024,September,37,10,0,2,2
City Hotel - Bangalore,1,120,2024,August,34,19,0,3,2
City Hotel - Chennai,1,138,2024,January,4,27,0,4,2
City Hotel - Bangalore,1,41,2024,April,15,14,0,4,1
City Hotel - Jaipur,1,97,2024,June,25,18,0,4,2
City Hotel - Lucknow,1,221,2024,May,21,21,0,4,2
City Hotel - Ahmedabad,1,106,2024,June,24,12,0,5,2
City Hotel - Mumbai,1,66,2024,May,18,2,0,5,2
City Hotel - Chandigarh,1,22,2024,May,22,29,1,5,2
City Hotel - Indore,1,19,2024,March,12,23,0,1,1
City Hotel - Kolkata,1,7,2024,June,23,4,0,1,1
City Hotel - Kolkata,1,57,2024,April,15,9,0,2,2
City Hotel - Jaipur,1,57,2024,June,25,22,0,2,2
City Hotel - Hyderabad,1,0,2024,January,5,31,0,3,1
City Hotel - Goa,1,44,2024,May,19,12,0,3,2
City Hotel - Bhopal,1,73,2024,April,17,25,0,3,2
City Hotel - Bangalore,1,0,2024,March,11,14,0,3,1
City Hotel - Chandigarh,1,74,2024,August,31,2,0,3,2
City Hotel - Kochi,1,92,2024,December,52,23,0,3,2
City Hotel - Kolkata,1,40,2024,November,45,9,0,3,2
City Hotel - Chennai,1,238,2024,April,15,11,0,4,2
City Hotel - Mumbai,1,76,2024,April,15,9,0,4,2
City Hotel - Chandigarh,1,56,2024,September,38,22,1,4,2
City Hotel - Chandigarh,1,76,2024,September,39,24,2,4,2
City Hotel - Kolkata,1,26,2024,June,23,9,2,5,2
City Hotel - Kochi,1,629,2024,September,36,2,0,1,1
City Hotel - Kolkata,1,109,2024,August,33,17,0,1,2
City Hotel - Kolkata,1,71,2024,May,20,14,0,1,2
City Hotel - Jaipur,1,36,2024,November,45,9,0,1,1
City Hotel - Hyderabad,1,629,2024,June,23,4,0,1,1
City Hotel - Ahmedabad,1,2,2024,November,44,3,0,1,1
City Hotel - Kolkata,1,629,2024,March,12,19,0,2,2
City Hotel - Chandigarh,1,629,2024,December,51,18,0,2,2
City Hotel - Mumbai,1,629,2024,October,42,17,0,2,2
City Hotel - Bangalore,1,629,2024,March,11,14,0,2,2
City Hotel - Bhopal,1,629,2024,August,34,25,0,2,2
City Hotel - Kochi,1,629,2024,February,6,5,0,2,2
City Hotel - Bhopal,1,629,2024,March,11,15,0,2,2
City Hotel - Indore,1,629,2024,July,31,31,0,2,2
City Hotel - Kolkata,1,629,2024,February,6,6,0,2,2
City Hotel - Pune,1,85,2024,October,40,2,0,2,2
City Hotel - Delhi,1,52,2024,August,32,5,0,2,2
City Hotel - Bangalore,1,138,2024,January,4,24,0,2,2
City Hotel - Kolkata,1,629,2024,June,23,5,0,2,2
City Hotel - Bangalore,1,629,2024,October,41,10,0,2,2
City Hotel - Bhopal,1,629,2024,December,52,26,0,2,2
City Hotel - Hyderabad,1,629,2024,July,28,10,0,2,2
City Hotel - Kochi,1,629,2024,September,36,8,0,2,2
City Hotel - Delhi,1,629,2024,September,38,19,0,2,2
City Hotel - Pune,1,58,2024,May,22,31,0,3,1
City Hotel - Lucknow,1,278,2024,March,13,31,0,3,2
City Hotel - Pune,1,56,2024,August,34,21,0,3,1
City Hotel - Kochi,1,109,2024,July,31,30,0,3,2
City Hotel - Delhi,1,56,2024,January,2,14,0,3,2
City Hotel - Goa,1,61,2024,April,15,8,0,3,1
City Hotel - Mumbai,1,81,2024,September,39,23,0,3,2
City Hotel - Kochi,1,33,2024,March,11,11,0,3,2
City Hotel - Indore,1,48,2024,August,35,28,0,3,2
City Hotel - Ahmedabad,1,81,2024,March,9,1,0,3,2
City Hotel - Pune,1,56,2024,March,13,28,0,3,2
City Hotel - Delhi,1,73,2024,February,5,3,0,3,2
City Hotel - Ahmedabad,1,64,2024,December,51,20,0,3,2
City Hotel - Hyderabad,1,58,2024,February,8,22,0,3,1
City Hotel - Ahmedabad,1,56,2024,September,39,26,0,3,1
City Hotel - Chennai,1,160,2024,August,33,15,1,3,2
City Hotel - Jaipur,1,63,2024,December,51,21,1,3,3
City Hotel - Ahmedabad,1,160,2024,October,40,1,1,3,0
City Hotel - Kolkata,1,60,2024,April,14,2,1,3,2
City Hotel - Kochi,1,70,2024,November,48,29,2,3,2
City Hotel - Kochi,1,63,2024,May,22,29,1,3,2
City Hotel - Jaipur,1,55,2024,July,27,2,1,3,2
City Hotel - Mumbai,1,25,2024,August,33,14,0,1,2
City Hotel - Delhi,1,80,2024,February,6,7,0,2,2
City Hotel - Chennai,1,80,2024,September,36,4,0,2,2
City Hotel - Hyderabad,1,56,2024,May,19,10,0,1,2
City Hotel - Lucknow,1,80,2024,February,8,24,0,2,2
City Hotel - Mumbai,1,80,2024,December,50,10,0,2,2
City Hotel - Kolkata,1,80,2024,November,46,14,0,2,2
City Hotel - Kolkata,1,80,2024,January,3,15,0,2,2
City Hotel - Bhopal,1,80,2024,February,8,25,0,2,2
City Hotel - Mumbai,1,80,2024,March,11,15,0,2,2
City Hotel - Hyderabad,1,44,2024,November,46,12,0,2,2
City Hotel - Ahmedabad,1,80,2024,September,37,13,0,2,2
City Hotel - Chennai,1,80,2024,November,47,18,0,2,2
City Hotel - Lucknow,1,80,2024,April,15,9,0,2,2
City Hotel - Goa,1,80,2024,March,10,10,0,2,2
City Hotel - Ahmedabad,1,80,2024,July,28,14,0,2,2
City Hotel - Jaipur,1,80,2024,March,10,6,0,2,2
City Hotel - Lucknow,1,80,2024,December,49,7,0,2,2
City Hotel - Bangalore,1,80,2024,June,22,1,0,2,2
City Hotel - Mumbai,1,80,2024,December,52,23,0,2,2
City Hotel - Mumbai,1,80,2024,June,23,3,0,2,2
City Hotel - Goa,1,80,2024,June,23,7,0,2,2
City Hotel - Kochi,1,80,2024,March,9,3,0,2,2
City Hotel - Hyderabad,1,111,2024,January,4,28,0,2,2
City Hotel - Indore,1,56,2024,July,29,20,0,2,2
City Hotel - Chennai,1,80,2024,September,39,24,0,2,2
City Hotel - Kolkata,1,80,2024,November,48,30,0,2,2
City Hotel - Hyderabad,1,80,2024,May,21,23,0,2,2
City Hotel - Indore,1,80,2024,November,46,17,0,2,2
City Hotel - Goa,1,80,2024,January,1,4,0,2,2
City Hotel - Kochi,1,80,2024,October,43,27,0,2,2
City Hotel - Mumbai,1,114,2024,November,48,28,0,2,2
City Hotel - Delhi,1,80,2024,April,16,21,0,2,2
City Hotel - Indore,1,80,2024,December,50,11,0,2,2
City Hotel - Delhi,1,80,2024,October,43,24,0,2,2
City Hotel - Jaipur,1,67,2024,January,2,11,0,2,2
City Hotel - Chennai,1,98,2024,May,20,19,0,2,3
City Hotel - Ahmedabad,1,80,2024,February,8,23,0,2,2
City Hotel - Chennai,1,80,2024,April,17,26,0,2,2
City Hotel - Indore,1,80,2024,August,33,18,0,2,2
City Hotel - Goa,1,80,2024,November,46,16,0,2,2
City Hotel - Bhopal,1,80,2024,June,23,4,0,2,2
City Hotel - Bangalore,1,108,2024,April,14,1,0,2,2
City Hotel - Delhi,1,66,2024,April,16,18,0,2,2
City Hotel - Chennai,1,72,2024,August,35,31,1,2,2
City Hotel - Bangalore,1,74,2024,July,29,20,1,2,2
City Hotel - Bhopal,1,161,2024,January,1,6,1,2,2
City Hotel - Bangalore,1,161,2024,October,43,26,1,2,2
City Hotel - Indore,1,161,2024,May,20,17,1,2,2
City Hotel - Delhi,1,161,2024,April,14,4,1,2,2
City Hotel - Ahmedabad,1,63,2024,August,35,26,1,2,1
City Hotel - Indore,1,205,2024,March,13,30,1,2,2
City Hotel - Chennai,1,62,2024,May,21,22,1,2,2
City Hotel - Chandigarh,1,123,2024,March,12,20,1,2,3
City Hotel - Goa,1,161,2024,April,14,7,1,2,3
City Hotel - Chandigarh,1,187,2024,March,12,21,2,2,2
City Hotel - Pune,1,105,2024,March,9,1,2,2,2
City Hotel - Chennai,1,105,2024,December,50,10,2,2,2
City Hotel - Jaipur,1,105,2024,October,43,25,2,2,2
City Hotel - Mumbai,1,105,2024,March,10,5,2,2,2
City Hotel - Bangalore,1,120,2024,July,28,12,2,2,2
City Hotel - Goa,1,241,2024,September,38,19,2,2,2
City Hotel - Bhopal,1,241,2024,March,11,17,2,2,2
City Hotel - Bangalore,1,105,2024,August,35,28,2,2,2
City Hotel - Ahmedabad,1,241,2024,October,44,30,2,2,2
City Hotel - Goa,1,125,2024,February,8,21,2,2,2
City Hotel - Pune,1,241,2024,January,3,16,2,2,1
City Hotel - Goa,1,55,2024,December,50,15,2,3,2
City Hotel - Chennai,1,41,2024,November,45,5,2,4,1
City Hotel - Indore,1,95,2024,November,47,22,2,6,2
City Hotel - Ahmedabad,1,39,2024,March,9,1,2,6,1
City Hotel - Lucknow,1,115,2024,September,36,3,0,1,2
City Hotel - Ahmedabad,1,43,2024,January,1,5,1,1,2
City Hotel - Ahmedabad,1,162,2024,December,51,20,2,1,2
City Hotel - Hyderabad,1,162,2024,March,11,14,2,1,2
City Hotel - Bhopal,1,162,2024,June,26,29,2,1,2
City Hotel - Bhopal,1,162,2024,January,3,18,2,1,2
City Hotel - Hyderabad,1,73,2024,January,2,12,2,1,2
City Hotel - Kolkata,1,162,2024,May,22,28,2,1,2
City Hotel - Goa,1,150,2024,July,28,10,2,1,2
City Hotel - Kochi,1,162,2024,August,31,2,2,1,2
City Hotel - Goa,1,162,2024,December,51,18,2,1,1
City Hotel - Goa,1,212,2024,February,8,24,2,1,2
City Hotel - Kochi,1,162,2024,March,13,26,2,1,2
City Hotel - Goa,1,162,2024,June,24,14,2,1,2
City Hotel - Delhi,1,149,2024,November,47,18,2,1,2
City Hotel - Jaipur,1,150,2024,December,51,21,2,1,2
City Hotel - Kochi,1,74,2024,February,6,10,2,1,2
City Hotel - Kolkata,1,162,2024,October,41,12,2,1,1
City Hotel - Chandigarh,1,208,2024,May,19,11,2,1,2
City Hotel - Mumbai,1,162,2024,August,33,17,2,1,2
City Hotel - Jaipur,1,162,2024,May,19,6,2,1,2
City Hotel - Indore,1,162,2024,April,16,18,2,1,2
